n	pca1	pca2
11135	99.6609	0.339085
11136	99.6316	0.368427
11137	99.427	0.573009
11138	99.1386	0.861444
11139	99.5162	0.483811
11140	99.9294	0.0706103
11141	99.9	0.100044
11142	99.9733	0.0267451
11143	99.9347	0.065285
11144	99.8522	0.147814
11145	99.9397	0.0602926
11146	99.9639	0.0361077
11147	99.9455	0.0545025
11148	99.8978	0.102223
11149	99.9141	0.0859174
11150	99.9442	0.0558205
11151	99.909	0.0910274
11152	99.7762	0.223844
11153	99.9378	0.0621707
11154	99.9272	0.0727546
11155	99.8227	0.177259
11156	99.8681	0.131948
11157	99.8453	0.154749
11158	99.5696	0.430445
11159	99.9383	0.0617251
11160	99.9285	0.0714514
11161	99.8846	0.115434
11162	99.9022	0.0978352
11163	99.8279	0.172083
11164	99.9328	0.0672259
11165	99.8858	0.11419
11166	99.9669	0.033104
11167	99.9493	0.0506592
11168	99.9493	0.0507069
11169	99.9225	0.0774626
11170	99.5175	0.482519
11171	99.9092	0.0907531
11172	99.8502	0.149835
11173	99.8897	0.11035
11174	99.8539	0.146058
11175	99.8882	0.111799
11176	99.9565	0.0435047
11177	99.8953	0.10466
11178	99.9386	0.0614397
11179	99.9513	0.0487309
11180	99.9636	0.036356
11181	99.95	0.0500443
11182	99.7628	0.237194
11183	99.7643	0.235707
11184	99.8648	0.135168
11185	99.8303	0.16969
11186	99.5271	0.472929
11187	99.3901	0.609917
11188	99.3751	0.62487
11189	99.5747	0.425332
11190	99.5675	0.432456
11191	99.951	0.0489507
11192	99.8707	0.129326
11193	99.8752	0.124795
11194	99.603	0.396961
11195	99.2659	0.734137
11196	99.9182	0.0817971
11197	99.9864	0.0136157
11198	99.9777	0.0223049
11199	99.9324	0.0676453
11200	99.9179	0.0821434
11201	99.9513	0.048656
11202	99.9579	0.0421292
11203	99.8993	0.100668
11204	99.861	0.139047
11205	99.9485	0.0515313
11206	99.9569	0.0431399
11207	99.9806	0.0193921
11208	99.949	0.0509771
11209	99.9586	0.0414092
11210	99.9364	0.0635913
11211	99.9601	0.0399168
11212	99.9725	0.027509
11213	99.9577	0.0422973
11214	99.9651	0.0349398
11215	99.968	0.0319667
11216	99.9591	0.0409345
11217	99.9724	0.027647
11218	99.9782	0.021845
11219	99.9809	0.0191095
11220	99.1413	0.858732
11221	99.1027	0.897287
11222	99.7697	0.230269
11223	99.056	0.944023
11224	98.1631	1.83693
11225	98.7621	1.23791
11226	98.5503	1.44972
11227	98.7001	1.29991
11228	99.6332	0.366818
11229	99.7712	0.22877
11230	99.8743	0.125726
11231	99.8718	0.128182
11232	99.8298	0.170212
11233	99.715	0.284975
11234	99.8502	0.149811
11235	99.865	0.134999
11236	99.4998	0.500187
11237	99.8823	0.117666
11238	99.9272	0.0728285
11239	99.9515	0.0484601
11240	99.9161	0.0839392
11241	99.9189	0.081118
11242	99.9373	0.0626948
11243	99.9604	0.0396133
11244	99.9158	0.0841661
11245	99.9351	0.0648705
11246	99.935	0.0649791
11247	99.9473	0.0526896
11248	99.9635	0.0364658
11249	99.5735	0.42653
11250	99.8871	0.112911
11251	99.9339	0.0661318
11252	99.9584	0.0415926
11253	99.9674	0.0326384
11254	99.5432	0.456791
11255	99.0259	0.974069
11256	99.4441	0.555883
11257	99.2076	0.79236
11258	98.941	1.05898
11259	98.6677	1.33228
11260	99.8764	0.123632
11261	99.6363	0.363661
11262	99.5977	0.402266
11263	99.7701	0.229868
11264	99.9157	0.0843309
11265	99.8348	0.165157
11266	99.9305	0.0694789
11267	99.7853	0.214676
11268	99.834	0.165969
11269	99.862	0.137991
11270	99.7628	0.237173
11271	99.7013	0.298735
11272	99.72	0.280041
11273	99.6774	0.322578
11274	99.6134	0.386643
11275	99.7856	0.214422
11276	99.4211	0.578885
11277	99.3358	0.664181
11278	98.2279	1.77208
11279	97.6849	2.31513
11280	99.6494	0.350571
11281	99.7298	0.270189
11282	99.5494	0.450635
11283	98.7761	1.22391
11284	98.2117	1.78833
11285	98.8732	1.12681
11286	99.2946	0.705376
11287	99.0607	0.939321
11288	98.4368	1.56322
11289	99.9121	0.0879132
11290	99.891	0.108951
11291	99.9021	0.0978851
11292	99.7782	0.221809
11293	99.9329	0.0670581
11294	99.8662	0.133821
11295	99.7676	0.232387
11296	99.335	0.665044
11297	99.1106	0.889401
11298	99.5255	0.474549
11299	99.7661	0.233865
11300	99.1686	0.831367
11301	99.719	0.281047
11302	99.7451	0.254851
11303	99.4741	0.525892
11304	99.4729	0.527138
11305	99.812	0.188033
11306	99.6109	0.389053
11307	98.6337	1.36633
11308	99.433	0.567044
11309	99.7262	0.273807
11310	98.6708	1.32919
11311	99.6321	0.367906
11312	99.2614	0.738563
11313	99.3919	0.608101
11314	99.2934	0.706566
11315	99.4524	0.547647
11316	99.8334	0.166597
11317	99.8966	0.103444
11318	99.8046	0.195434
11319	99.9041	0.0959237
11320	99.3955	0.604466
11321	99.5701	0.429904
11322	99.658	0.342033
11323	98.8523	1.14769
11324	99.3101	0.6899
11325	99.7804	0.219584
11326	99.8278	0.172174
11327	99.768	0.231986
11328	99.6516	0.348427
11329	99.8261	0.173881
11330	99.9496	0.0504152
11331	99.8539	0.146098
11332	99.8627	0.13729
11333	99.9663	0.0336991
11334	99.7574	0.242646
11335	98.2221	1.77788
11336	98.4465	1.55348
11337	98.0984	1.90162
11338	99.2492	0.75077
11339	99.1137	0.886254
11340	99.1653	0.834706
11341	99.0515	0.948467
11342	98.7169	1.28309
11343	99.356	0.643955
11344	99.7573	0.242673
11345	99.6111	0.388904
11346	99.4371	0.56293
11347	99.3319	0.668126
11348	99.5062	0.49375
11349	99.8297	0.170322
11350	99.7504	0.24965
11351	99.7956	0.204421
11352	99.7529	0.24707
11353	99.2856	0.714433
11354	99.8028	0.197239
11355	99.8369	0.163113
11356	99.8957	0.104285
11357	99.9274	0.0725727
11358	99.7063	0.293733
11359	99.1317	0.868282
11360	99.6718	0.328203
11361	99.9558	0.0441944
11362	99.9014	0.0986171
11363	99.9455	0.0545074
11364	99.8707	0.12926
11365	99.7473	0.252657
11366	99.9439	0.0561422
11367	99.9171	0.082944
11368	99.9319	0.0680685
11369	99.9441	0.0559355
11370	99.9208	0.079192
11371	99.7489	0.251128
11372	99.8011	0.198896
11373	99.839	0.161031
11374	99.76	0.239999
11375	99.8035	0.196524
11376	99.8088	0.19124
11377	99.8608	0.139209
11378	99.9088	0.0911707
11379	99.7684	0.231573
11380	99.9103	0.0896593
11381	99.8842	0.115849
11382	99.857	0.142995
11383	99.8523	0.147694
11384	99.7866	0.213363
11385	99.7995	0.200467
11386	99.7128	0.2872
11387	99.6899	0.310123
11388	99.5795	0.420467
11389	99.6656	0.334363
11390	99.541	0.459005
11391	99.743	0.257027
11392	99.5314	0.468636
11393	99.6515	0.348499
11394	99.9114	0.0885847
11395	99.9316	0.0684425
11396	99.939	0.0610188
11397	99.8969	0.1031
11398	99.9201	0.0798911
11399	99.7748	0.225201
11400	99.796	0.20402
11401	99.7506	0.249386
11402	99.8	0.199952
11403	99.8021	0.197887
11404	99.7881	0.211924
11405	99.8522	0.14781
11406	99.7321	0.267878
11407	99.8646	0.135381
11408	99.8422	0.157776
11409	99.8737	0.126258
11410	99.878	0.122045
11411	99.7427	0.257332
11412	99.8493	0.150726
11413	99.8747	0.12527
11414	99.7043	0.295655
11415	99.8985	0.101494
11416	99.8191	0.180875
11417	99.9151	0.0848552
11418	99.9139	0.0860787
11419	99.4376	0.56236
11420	99.79	0.210018
11421	99.8893	0.110727
11422	99.6672	0.332764
11423	98.8869	1.11305
11424	99.6226	0.377412
11425	99.1984	0.801647
11426	99.6695	0.33045
11427	99.404	0.596025
11428	99.6018	0.398207
11429	99.5353	0.464671
11430	97.5185	2.48148
11431	97.3124	2.68755
11432	97.5851	2.41493
11433	97.0974	2.90255
11434	97.7231	2.27691
11435	98.0791	1.92088
11436	99.7814	0.21856
11437	99.6486	0.351447
11438	99.8019	0.198097
11439	99.5562	0.443799
11440	99.7392	0.260758
11441	99.8713	0.12869
11442	99.8547	0.145302
11443	99.8438	0.156183
11444	99.9129	0.0871059
11445	99.9365	0.0634989
11446	99.9449	0.0550571
11447	99.9433	0.0567086
11448	99.9622	0.037769
11449	99.9476	0.0523642
11450	99.9485	0.051507
11451	99.8774	0.122566
11452	99.9262	0.0738033
11453	99.958	0.0420304
11454	99.9632	0.0368198
11455	99.9316	0.0684458
11456	99.9655	0.0344904
11457	99.6878	0.312211
11458	99.9584	0.0416367
11459	99.8644	0.135603
11460	99.9157	0.0842527
11461	99.9302	0.0698072
11462	99.9038	0.0961718
11463	97.8947	2.10531
11464	97.442	2.55804
11465	97.195	2.80502
11466	97.6112	2.3888
11467	98.06	1.93997
11468	97.6444	2.35557
11469	99.856	0.143988
11470	99.7426	0.257442
11471	99.1543	0.845746
11472	99.4761	0.523896
11473	99.7485	0.251528
11474	99.6994	0.30065
11475	99.9316	0.0683533
11476	99.8517	0.148263
11477	99.9277	0.0722603
11478	99.9684	0.0315559
11479	99.0489	0.951087
11480	99.6041	0.395884
11481	99.918	0.0819997
11482	99.2194	0.780637
11483	99.8422	0.157848
11484	99.7439	0.25606
11485	99.912	0.0879874
11486	99.8877	0.112287
11487	99.9235	0.0764679
11488	99.4652	0.534757
11489	99.7783	0.221749
11490	99.9164	0.08361
11491	99.8334	0.166615
11492	98.479	1.52103
11493	99.9293	0.0707013
11494	99.4695	0.530532
11495	99.7773	0.222683
11496	99.8326	0.167426
11497	99.6996	0.300404
11498	99.8702	0.129797
11499	99.7976	0.202447
11500	99.6756	0.324416
11501	99.1234	0.876551
11502	99.9159	0.084119
11503	99.9258	0.0742154
11504	98.5348	1.46515
11505	99.7319	0.268055
11506	99.9026	0.0974128
11507	99.4906	0.509392
11508	99.8707	0.129315
11509	99.8778	0.122192
11510	99.8662	0.133834
11511	99.857	0.142961
11512	99.7823	0.217665
11513	99.9262	0.0738079
11514	99.81	0.189974
11515	99.7991	0.200884
11516	99.8857	0.114278
11517	99.8859	0.114128
11518	99.6716	0.328368
11519	99.9312	0.0687781
11520	99.825	0.175003
11521	98.8151	1.1849
11522	99.8613	0.138694
11523	99.875	0.124991
11524	99.8019	0.198064
11525	99.9313	0.0686856
11526	99.8617	0.138276
11527	99.9473	0.0527477
11528	99.8953	0.104656
11529	99.9489	0.0511044
11530	99.9079	0.0921176
11531	99.9741	0.0259392
11532	99.917	0.0829536
11533	99.7855	0.214545
11534	99.8142	0.185792
11535	99.8605	0.139478
11536	99.9553	0.0447332
11537	99.9879	0.0121477
11538	99.9145	0.0855116
11539	99.9761	0.0238562
11540	99.9699	0.0301064
11541	99.9713	0.0286621
11542	99.979	0.0210292
11543	99.9032	0.0967596
11544	99.9081	0.0919364
11545	99.9263	0.0737349
11546	98.8564	1.14359
11547	99.9804	0.0196287
11548	99.9562	0.0438106
11549	99.9702	0.0298023
11550	99.9579	0.0421066
11551	99.9557	0.0442766
11552	99.9604	0.0396097
11553	99.8543	0.145688
11554	99.9698	0.0301697
11555	99.9114	0.0885799
11556	99.9708	0.0291628
11557	99.9393	0.0607458
11558	99.8578	0.142245
11559	98.5811	1.41886
11560	99.5894	0.410619
11561	99.9603	0.0397049
11562	99.7618	0.238244
11563	99.9301	0.069861
11564	99.8055	0.194451
11565	99.9617	0.0382578
11566	99.9603	0.0396891
11567	99.9288	0.0712025
11568	99.9646	0.0354028
11569	99.9525	0.0475467
11570	99.9443	0.0556613
11571	99.6658	0.334181
11572	99.9223	0.0777305
11573	99.9283	0.0716896
11574	99.9566	0.043366
11575	99.8834	0.11663
11576	99.964	0.0360046
11577	99.9685	0.0314545
11578	99.9494	0.0506088
11579	99.9416	0.0583824
11580	99.9282	0.071763
11581	99.9641	0.035935
11582	99.9225	0.0775423
11583	99.935	0.0650237
11584	99.9456	0.0544279
11585	99.9662	0.033848
11586	99.979	0.0210474
11587	99.9638	0.0362224
11588	99.9601	0.0399152
11589	99.9026	0.0973987
11590	99.985	0.0149513
11591	99.8077	0.192256
11592	99.8975	0.102517
11593	99.9396	0.060386
11594	99.8706	0.129407
11595	99.9728	0.0271631
11596	99.9074	0.0926318
11597	99.7607	0.239259
11598	99.9584	0.0415618
11599	99.8902	0.109774
11600	98.3985	1.6015
11601	99.9362	0.0637734
11602	99.9052	0.0947874
11603	99.9836	0.0163526
11604	99.9045	0.0954504
11605	99.7979	0.202083
11606	99.8824	0.117607
11607	99.9167	0.08325
11608	99.7942	0.205802
11609	99.7804	0.219559
11610	99.9265	0.0734788
11611	99.9612	0.0388128
11612	99.8313	0.168691
11613	99.8106	0.189373
11614	99.6738	0.326164
11615	99.6761	0.323903
11616	99.6616	0.338379
11617	99.5944	0.405599
11618	99.5416	0.458415
11619	99.5442	0.455833
11620	99.4651	0.534907
11621	99.4506	0.549409
11622	99.4587	0.541349
11623	99.632	0.36803
11624	99.5054	0.49457
11625	99.662	0.337972
11626	99.7184	0.281613
11627	99.8209	0.179126
11628	99.796	0.204032
11629	98.9986	1.00136
11630	99.6423	0.3577
11631	99.4831	0.516893
11632	99.4398	0.560199
11633	99.7538	0.246189
11634	99.6128	0.387236
11635	99.2885	0.711485
11636	98.8945	1.10553
11637	98.9179	1.08214
11638	99.6445	0.355542
11639	99.6721	0.327906
11640	99.7741	0.225928
11641	99.7093	0.290652
11642	99.7757	0.224322
11643	99.6681	0.3319
11644	99.4345	0.565505
11645	99.6316	0.368435
11646	99.5754	0.424635
11647	99.4411	0.558916
11648	99.7811	0.218911
11649	99.6705	0.329452
11650	99.9119	0.0881083
11651	99.7915	0.208533
11652	99.9306	0.0694492
11653	99.9017	0.098349
11654	99.868	0.132017
11655	99.8549	0.14506
11656	99.8893	0.110691
11657	98.5276	1.47242
11658	99.795	0.205007
11659	99.6404	0.359611
11660	99.9071	0.0928714
11661	99.9365	0.063505
11662	99.9333	0.066698
11663	99.8589	0.141134
11664	99.856	0.144005
11665	98.7631	1.23692
11666	97.919	2.08099
11667	98.3393	1.66075
11668	98.0713	1.9287
11669	99.3654	0.634588
11670	98.2553	1.74467
11671	98.6366	1.36338
11672	98.7517	1.24826
11673	99.3596	0.640423
11674	98.4558	1.54419
11675	97.2988	2.7012
11676	98.1415	1.85851
11677	99.1317	0.868322
11678	98.8343	1.1657
11679	98.6971	1.30286
11680	98.4533	1.54672
11681	98.5846	1.41538
11682	99.634	0.366025
11683	98.4736	1.52642
11684	99.7311	0.268919
11685	99.9342	0.0657563
11686	99.776	0.223998
11687	99.9133	0.0867413
11688	99.7361	0.263919
11689	99.8973	0.102661
11690	99.8417	0.15835
11691	99.455	0.544974
11692	99.7072	0.292777
11693	98.2628	1.73718
11694	97.7024	2.29756
11695	97.3495	2.65048
11696	97.7165	2.28348
11697	98.3925	1.60747
11698	98.6504	1.3496
11699	99.1965	0.803506
11700	97.4589	2.54108
11701	97.5686	2.43137
11702	97.8698	2.13021
11703	98.0587	1.94132
11704	97.449	2.55104
11705	98.1864	1.81357
11706	97.9656	2.03436
11707	98.4144	1.58562
11708	98.116	1.88395
11709	97.8708	2.12917
11710	98.479	1.52096
11711	98.3469	1.6531
11712	98.5078	1.49218
11713	97.8257	2.17431
11714	97.7339	2.26613
11715	98.1094	1.89063
11716	98.4741	1.52594
11717	98.0521	1.94793
11718	97.9758	2.02421
11719	97.3368	2.66316
11720	98.306	1.69401
11721	98.1392	1.86084
11722	97.7382	2.26178
11723	97.3556	2.64442
11724	98.2201	1.77993
11725	98.2054	1.79458
11726	98.3088	1.69123
11727	98.1626	1.83743
11728	98.6984	1.3016
11729	97.9734	2.02655
11730	97.5671	2.4329
11731	98.3681	1.63195
11732	97.4357	2.56435
11733	97.6441	2.35589
11734	97.9522	2.0478
11735	99.5977	0.402318
11736	99.8851	0.114949
11737	99.1181	0.881945
11738	98.9966	1.00343
11739	99.8099	0.190057
11740	99.8413	0.158707
11741	99.6846	0.315387
11742	99.9198	0.0802078
11743	99.7796	0.220404
11744	99.5454	0.454642
11745	99.8292	0.17078
11746	99.8661	0.133924
11747	99.9448	0.0551864
11748	99.1922	0.807811
11749	99.1065	0.89348
11750	99.5999	0.40011
11751	99.548	0.452013
11752	99.3057	0.694298
11753	99.7445	0.255526
11754	99.8711	0.128873
11755	99.4664	0.533621
11756	99.0158	0.984242
11757	99.7421	0.257946
11758	98.9961	1.00391
11759	99.5976	0.402448
11760	99.7211	0.278909
11761	99.5263	0.47375
11762	99.9469	0.0531082
11763	99.7289	0.271083
11764	99.8065	0.193535
11765	99.0163	0.983676
11766	99.1807	0.819347
11767	99.6461	0.353856
11768	99.4567	0.543287
11769	98.9655	1.03455
11770	99.713	0.286958
11771	99.7737	0.226333
11772	99.563	0.437003
11773	99.8596	0.140366
11774	99.7398	0.260159
11775	99.814	0.186031
11776	99.4522	0.547755
11777	99.5034	0.496589
11778	99.8095	0.190514
11779	99.8146	0.185403
11780	99.5241	0.475876
11781	99.867	0.133026
11782	99.3307	0.669329
11783	99.3066	0.693429
11784	99.872	0.127989
11785	99.7952	0.204828
11786	99.8236	0.176368
11787	99.7159	0.284088
11788	99.857	0.142954
11789	99.8566	0.143419
11790	99.4404	0.559644
11791	99.7319	0.268138
11792	99.8639	0.136059
11793	99.3974	0.602597
11794	99.6925	0.307507
11795	99.3859	0.614141
11796	99.6153	0.384696
11797	99.3504	0.649648
11798	99.8862	0.113844
11799	98.3457	1.65434
11800	99.1687	0.831294
11801	99.6837	0.316282
11802	99.605	0.394971
11803	98.9394	1.06056
11804	99.8998	0.100245
11805	99.4972	0.502827
11806	99.6303	0.369677
11807	99.5712	0.428751
11808	99.5121	0.487854
11809	99.653	0.346967
11810	99.8351	0.164868
11811	99.8618	0.138204
11812	99.5562	0.443793
11813	99.8858	0.114169
11814	98.9945	1.00552
11815	97.8673	2.13273
11816	99.4953	0.504699
11817	98.5335	1.4665
11818	99.369	0.631016
11819	99.8955	0.104462
11820	99.7714	0.228649
11821	99.6792	0.320771
11822	99.9335	0.066522
11823	99.9676	0.032417
11824	99.9011	0.0988658
11825	99.8569	0.143077
11826	99.9687	0.0313204
11827	99.6091	0.39091
11828	99.9287	0.0712947
11829	99.8008	0.199195
11830	99.9794	0.0205862
11831	99.982	0.017989
11832	99.9709	0.0290558
11833	99.9606	0.0393743
11834	99.9617	0.038286
11835	99.9781	0.0218752
11836	99.9889	0.0110905
11837	99.9689	0.0311416
11838	99.7249	0.27505
11839	99.6046	0.395394
11840	99.84	0.159983
11841	99.9453	0.0546666
11842	99.9664	0.0335645
11843	99.9698	0.030201
11844	99.7947	0.205263
11845	99.6079	0.392062
11846	99.3833	0.616721
11847	99.7314	0.268642
11848	99.3473	0.652697
11849	99.5407	0.459328
11850	99.9228	0.077222
11851	99.7393	0.260703
11852	99.6767	0.323328
11853	99.0151	0.984903
11854	99.1493	0.850722
11855	98.365	1.63496
11856	97.7993	2.20065
11857	99.7459	0.254051
11858	98.7768	1.22318
11859	97.4513	2.54871
11860	99.8615	0.13851
11861	99.8293	0.170682
11862	99.8312	0.168819
11863	99.29	0.710026
11864	99.4901	0.509877
11865	99.4091	0.590876
11866	99.1585	0.841498
11867	98.6615	1.33852
11868	99.84	0.160044
11869	97.978	2.02197
11870	99.9649	0.0351429
11871	97.9743	2.02567
11872	99.8748	0.125186
11873	99.7628	0.237202
11874	99.7536	0.246432
11875	99.7405	0.259535
11876	98.9391	1.06091
11877	99.8311	0.168917
11878	99.957	0.0430096
11879	99.9486	0.0514223
11880	99.9467	0.0533334
11881	99.8486	0.151395
11882	99.8042	0.195826
11883	99.8308	0.1692
11884	99.7121	0.287922
11885	99.9649	0.03511
11886	99.8149	0.185051
11887	99.9335	0.0665494
11888	99.7393	0.26075
11889	99.1363	0.863651
11890	99.9049	0.0951437
11891	99.1262	0.873816
11892	98.0298	1.97016
11893	99.823	0.17696
11894	99.638	0.362018
11895	97.8943	2.10566
11896	98.261	1.73898
11897	98.6988	1.3012
11898	97.5809	2.41912
11899	97.9448	2.05523
11900	98.0155	1.98449
11901	98.9734	1.02662
11902	97.903	2.09703
11903	97.9237	2.07631
11904	99.3483	0.651739
11905	97.8463	2.1537
11906	99.5845	0.415545
11907	98.3381	1.66194
11908	98.079	1.92101
11909	97.5353	2.46469
11910	98.5432	1.45683
11911	99.0809	0.919116
11912	99.3652	0.634825
11913	99.0542	0.945794
11914	98.3894	1.6106
11915	98.1143	1.88568
11916	97.7745	2.22545
11917	97.5701	2.42986
11918	99.0978	0.902182
11919	99.4977	0.502298
11920	97.611	2.38901
11921	98.2388	1.7612
11922	97.7453	2.25475
11923	97.3802	2.61985
11924	97.1286	2.87138
11925	97.6675	2.33254
11926	98.1811	1.81889
11927	98.5994	1.40063
11928	97.7956	2.20439
11929	98.2686	1.73143
11930	98.4534	1.54656
11931	97.5043	2.49574
11932	99.1789	0.821094
11933	98.3288	1.67118
11934	98.4751	1.52488
11935	99.409	0.591047
11936	98.717	1.28298
11937	99.7457	0.254253
11938	99.9033	0.0966611
11939	99.7115	0.288457
11940	99.5864	0.413625
11941	99.7444	0.255584
11942	99.6645	0.335477
11943	99.664	0.335955
11944	99.8057	0.194264
11945	99.7652	0.234783
11946	99.4669	0.533119
11947	99.5095	0.490485
11948	99.7596	0.240425
11949	99.4049	0.595057
11950	98.4238	1.57621
11951	99.235	0.765035
11952	98.9004	1.09964
11953	99.8315	0.168473
11954	99.7671	0.232867
11955	99.9657	0.0343046
11956	99.8413	0.158718
11957	99.883	0.11704
11958	99.9506	0.049384
11959	99.9468	0.0532158
11960	99.7775	0.222499
11961	99.9361	0.0639397
11962	99.9108	0.089162
11963	99.4293	0.570734
11964	99.8985	0.101453
11965	99.9204	0.0795932
11966	99.8827	0.11726
11967	99.8531	0.146874
11968	99.9645	0.0354733
11969	99.9459	0.0540599
11970	99.8527	0.147254
11971	99.5068	0.493152
11972	99.5981	0.401909
11973	99.1287	0.871309
11974	98.182	1.81798
11975	97.7299	2.27006
11976	98.788	1.212
11977	98.6377	1.36233
11978	99.7561	0.243937
11979	98.2458	1.75421
11980	99.3774	0.622633
11981	99.3296	0.670445
11982	99.5019	0.498083
11983	99.4616	0.538443
11984	99.6497	0.350265
11985	98.5446	1.45538
11986	98.9682	1.0318
11987	99.8826	0.11741
11988	99.3929	0.607146
11989	99.2437	0.75633
11990	99.4102	0.589841
11991	99.2107	0.78927
11992	99.553	0.447038
11993	99.2165	0.783484
11994	98.788	1.21202
11995	99.5117	0.488326
11996	99.5332	0.46681
11997	99.4868	0.513219
11998	99.8108	0.189248
11999	98.8772	1.12276
12000	99.2868	0.713221
12001	99.1119	0.888124
12002	99.2459	0.754122
12003	99.2725	0.727527
12004	98.9198	1.08022
12005	98.3578	1.64221
12006	99.669	0.330993
12007	98.3325	1.66748
12008	98.8433	1.15666
12009	99.8259	0.174094
12010	99.5697	0.43032
12011	98.9821	1.01787
12012	99.2833	0.716708
12013	99.4308	0.569161
12014	99.4226	0.577408
12015	99.3244	0.675623
12016	99.3298	0.67024
12017	99.0087	0.991342
12018	99.3097	0.690258
12019	99.2735	0.726537
12020	99.6781	0.321891
12021	99.938	0.0620026
12022	98.7718	1.22819
12023	99.0145	0.98552
12024	99.4307	0.569305
12025	98.5973	1.40275
12026	99.8076	0.192421
12027	98.6884	1.31162
12028	99.937	0.0630417
12029	99.8956	0.104449
12030	99.9463	0.0537432
12031	99.8768	0.123221
12032	99.7394	0.260623
12033	99.8969	0.103142
12034	97.9761	2.02387
12035	97.6376	2.36243
12036	98.2815	1.71847
12037	97.5296	2.47036
12038	97.7021	2.29791
12039	96.8926	3.10737
12040	98.1784	1.82161
12041	98.1228	1.87722
12042	98.6336	1.3664
12043	97.2766	2.72337
12044	97.5566	2.44337
12045	97.3517	2.64834
12046	97.2771	2.72286
12047	97.9537	2.04634
12048	98.0755	1.92454
12049	97.1855	2.81453
12050	98.4072	1.59279
12051	98.4174	1.58263
12052	97.6197	2.38033
12053	97.5734	2.42656
12054	97.3855	2.6145
12055	97.9623	2.03774
12056	98.103	1.89704
12057	98.6494	1.35057
12058	99.7503	0.249734
12059	99.7852	0.214849
12060	99.4185	0.581518
12061	99.796	0.204049
12062	99.9735	0.0265084
12063	99.897	0.103042
12064	99.833	0.167019
12065	99.708	0.292043
12066	99.6333	0.36667
12067	99.4197	0.580271
12068	99.8313	0.168711
12069	99.8917	0.108334
12070	99.8639	0.136121
12071	99.9146	0.0854364
12072	99.8339	0.166082
12073	99.8004	0.19958
12074	98.8572	1.14281
12075	99.7973	0.202675
12076	99.7629	0.237101
12077	99.8614	0.138606
12078	99.3589	0.64109
12079	99.7623	0.237668
12080	99.8559	0.144074
12081	99.6941	0.305908
12082	99.8719	0.128113
12083	99.8873	0.11269
12084	99.9054	0.0945982
12085	99.6837	0.31626
12086	99.6142	0.385762
12087	99.8743	0.125707
12088	99.8664	0.133626
12089	99.8774	0.122552
12090	99.8587	0.14126
12091	99.7276	0.272426
12092	99.8523	0.147742
12093	99.9116	0.0883946
12094	99.9826	0.01741
12095	99.9222	0.0778436
12096	99.9357	0.0643089
12097	99.9324	0.0675541
12098	99.9628	0.037191
12099	99.9325	0.0675358
12100	99.8296	0.170354
12101	99.9334	0.0665978
12102	99.8901	0.109922
12103	99.9573	0.0426929
12104	99.9546	0.0454267
12105	99.6403	0.359669
12106	99.8949	0.10514
12107	99.5914	0.408639
12108	99.9511	0.0489166
12109	99.9495	0.0504839
12110	99.7844	0.215579
12111	99.898	0.101957
12112	99.9379	0.0620975
12113	99.4407	0.559312
12114	99.8352	0.164762
12115	99.9098	0.0902262
12116	99.9132	0.0868313
12117	99.809	0.190968
12118	99.8702	0.129832
12119	99.8497	0.150277
12120	99.869	0.130985
12121	99.9418	0.0581527
12122	99.7456	0.25439
12123	99.7865	0.213473
12124	99.8167	0.183318
12125	99.6938	0.306221
12126	99.7011	0.298915
12127	99.855	0.144955
12128	99.6522	0.347784
12129	97.7413	2.25869
12130	99.4973	0.502743
12131	99.5862	0.413769
12132	98.3707	1.62926
12133	98.7173	1.28266
12134	99.523	0.476974
12135	99.5611	0.438909
12136	99.5916	0.408383
12137	97.0735	2.92648
12138	96.9846	3.0154
12139	98.0171	1.98287
12140	99.8217	0.178286
12141	99.9568	0.0432134
12142	99.9265	0.0735487
12143	99.8996	0.100392
12144	99.8381	0.161876
12145	99.9298	0.0702131
12146	99.9261	0.0738967
12147	99.7415	0.25845
12148	99.9475	0.0525348
12149	99.9111	0.0888674
12150	99.8746	0.125367
12151	99.8118	0.188235
12152	99.7696	0.230356
12153	99.9079	0.0921093
12154	99.9093	0.0906558
12155	99.9566	0.043399
12156	99.8512	0.148796
12157	99.9735	0.0265056
12158	98.1424	1.85763
12159	99.9357	0.0642823
12160	99.9437	0.0562647
12161	99.9108	0.0891624
12162	99.9102	0.0897749
12163	99.9268	0.0732495
12164	99.6854	0.3146
12165	98.2824	1.71759
12166	99.9314	0.0685622
12167	99.6187	0.381331
12168	99.9506	0.0493944
12169	99.1896	0.810389
12170	99.7877	0.212284
12171	99.9271	0.0729353
12172	99.9171	0.0829035
12173	99.9386	0.0613757
12174	99.7143	0.28571
12175	99.8777	0.122297
12176	99.9421	0.057926
12177	99.9153	0.0847455
12178	99.4966	0.503404
12179	99.7904	0.209639
12180	99.9134	0.0865782
12181	99.9315	0.0684756
12182	99.9533	0.0466867
12183	98.3003	1.69974
12184	99.2481	0.751873
12185	99.9014	0.0986359
12186	99.9153	0.0847445
12187	99.9785	0.0214821
12188	99.7546	0.245355
12189	99.9511	0.0489451
12190	98.8916	1.10845
12191	98.6589	1.34107
12192	99.7568	0.243192
12193	99.8355	0.164497
12194	99.9663	0.0337007
12195	98.7427	1.25726
12196	99.4418	0.558177
12197	99.883	0.11696
12198	99.9352	0.0648362
12199	99.978	0.0219844
12200	99.9581	0.041934
