n	pca1	pca2
4207	98.9732	1.02678
4208	97.8235	2.17648
4209	98.2769	1.72314
4210	98.7112	1.2888
4211	98.6187	1.38127
4212	99.2753	0.724684
4213	97.906	2.09402
4214	98.1684	1.83162
4215	97.5613	2.43871
4216	98.8512	1.14876
4217	99.4307	0.569321
4218	98.1739	1.82608
4219	98.8562	1.14376
4220	98.4291	1.57087
4221	98.683	1.31702
4222	98.209	1.791
4223	99.6164	0.383636
4224	97.9967	2.00334
4225	99.2652	0.73476
4226	99.453	0.546989
4227	99.3504	0.649558
4228	99.6145	0.385517
4229	99.5581	0.441891
4230	99.4741	0.525941
4231	99.558	0.441969
4232	99.7646	0.23542
4233	99.8428	0.157211
4234	99.4841	0.51592
4235	99.6855	0.314533
4236	99.531	0.468955
4237	99.7428	0.257213
4238	99.5035	0.496493
4239	99.5941	0.405937
4240	99.6874	0.312607
4241	99.7405	0.259531
4242	99.491	0.509041
4243	99.5723	0.427653
4244	99.8905	0.109527
4245	99.7653	0.234739
4246	99.1033	0.89671
4247	99.6879	0.312061
4248	99.1152	0.884811
4249	99.7997	0.200304
4250	99.3143	0.685706
4251	99.2366	0.763415
4252	98.8999	1.10005
4253	99.6518	0.348204
4254	99.9231	0.0768802
4255	99.2973	0.702667
4256	99.4467	0.553325
4257	99.7441	0.255865
4258	99.5987	0.401298
4259	99.0719	0.928113
4260	99.3539	0.646123
4261	99.7816	0.218369
4262	99.8138	0.186245
4263	99.6789	0.321139
4264	98.5129	1.48707
4265	99.5843	0.415679
4266	99.8776	0.122376
4267	99.7273	0.272736
4268	99.7192	0.280754
4269	99.7265	0.273503
4270	99.8071	0.192945
4271	99.9176	0.0823673
4272	99.9626	0.0373835
4273	99.9266	0.0734226
4274	99.8406	0.159352
4275	99.8692	0.130764
4276	99.4746	0.525403
4277	99.8271	0.172863
4278	99.9349	0.0651427
4279	99.8103	0.189713
4280	99.8415	0.158486
4281	99.2354	0.764613
4282	98.3891	1.61092
4283	98.8173	1.18273
4284	98.2532	1.74682
4285	99.7958	0.204166
4286	99.9374	0.0626215
4287	99.4916	0.508394
4288	99.2027	0.797349
4289	99.8496	0.150386
4290	99.9659	0.0341278
4291	99.9767	0.023289
4292	99.3454	0.654567
4293	99.8444	0.155641
4294	99.2007	0.799285
4295	99.9166	0.0833972
4296	99.7959	0.204128
4297	99.1396	0.860446
4298	99.8208	0.179213
4299	99.9344	0.065588
4300	99.737	0.262979
4301	99.2936	0.706359
4302	99.5419	0.458054
4303	99.1703	0.82975
4304	99.7739	0.226111
4305	99.4065	0.593522
4306	99.0221	0.977939
4307	98.4738	1.52616
4308	99.8528	0.147162
4309	99.8318	0.168234
4310	99.8232	0.176812
4311	99.97	0.0300491
4312	99.8085	0.191545
4313	99.697	0.302993
4314	99.3288	0.671197
4315	99.7849	0.215055
4316	99.4606	0.539385
4317	99.8559	0.144065
4318	99.9234	0.0765933
4319	99.5565	0.443474
4320	99.2535	0.746478
4321	99.6349	0.365074
4322	99.81	0.190001
4323	98.0878	1.91222
4324	99.8982	0.101783
4325	99.0715	0.928494
4326	99.1645	0.835475
4327	99.1012	0.898823
4328	99.0407	0.95927
4329	99.7994	0.200573
4330	99.5533	0.446745
4331	99.9258	0.0741777
4332	99.1219	0.878109
4333	98.7737	1.22627
4334	99.6673	0.332708
4335	99.6571	0.342878
4336	99.7546	0.245406
4337	99.9014	0.098562
4338	99.9196	0.080355
4339	99.3969	0.603125
4340	99.6578	0.342168
4341	99.9495	0.0504902
4342	99.8778	0.12215
4343	99.3396	0.660447
4344	99.8156	0.184376
4345	99.8838	0.116188
4346	99.9344	0.0655946
4347	99.9169	0.083054
4348	99.7332	0.26678
4349	99.9741	0.0259177
4350	99.6799	0.320135
4351	99.8895	0.110507
4352	99.6787	0.321344
4353	99.9593	0.0407263
4354	99.9098	0.090224
4355	99.9568	0.0431594
4356	99.8282	0.1718
4357	99.758	0.241962
4358	99.7597	0.24035
4359	99.9284	0.0715731
4360	99.6933	0.306667
4361	99.3673	0.632711
4362	99.3914	0.608566
4363	99.6181	0.381854
4364	99.9103	0.0896895
4365	99.9647	0.0353012
4366	99.9266	0.0734092
4367	99.9463	0.053701
4368	99.9531	0.0468966
4369	99.893	0.107036
4370	99.8203	0.179714
4371	99.9593	0.0406966
4372	99.9427	0.0573447
4373	99.9821	0.0178633
4374	99.9422	0.0577667
4375	99.7877	0.212316
4376	99.9708	0.029213
4377	99.8729	0.127146
4378	99.7421	0.257899
4379	99.9291	0.0709395
4380	99.9475	0.0525165
4381	99.9555	0.0445409
4382	99.9637	0.0363388
4383	99.8747	0.12526
4384	99.9225	0.0774682
4385	99.9335	0.0664769
4386	98.4506	1.54936
4387	98.0585	1.94154
4388	99.4533	0.546716
4389	99.3612	0.63883
4390	99.6013	0.398676
4391	99.8522	0.147787
4392	99.2963	0.703689
4393	99.4998	0.5002
4394	99.1484	0.851643
4395	99.8034	0.196644
4396	99.8984	0.101598
4397	99.7015	0.298482
4398	99.183	0.817041
4399	99.554	0.445998
4400	99.6812	0.31876
4401	99.5685	0.431548
4402	99.3195	0.680463
4403	98.8695	1.13047
4404	98.8429	1.15712
4405	98.9342	1.06582
4406	99.8395	0.160509
4407	99.0858	0.914167
4408	99.4033	0.596662
4409	98.6724	1.32764
4410	99.3717	0.62834
4411	99.9707	0.0293336
4412	99.8186	0.181368
4413	99.8141	0.185861
4414	99.6554	0.344621
4415	98.809	1.19103
4416	99.962	0.038034
4417	99.9361	0.0639164
4418	99.8849	0.115073
4419	99.9072	0.0927867
4420	99.9527	0.0472563
4421	99.957	0.0430225
4422	99.9606	0.039372
4423	99.9678	0.0322107
4424	99.8488	0.151184
4425	99.0963	0.903684
4426	99.9283	0.071712
4427	99.9559	0.0440641
4428	99.9776	0.0224337
4429	99.9228	0.0771971
4430	99.976	0.024011
4431	99.9819	0.0181297
4432	99.9653	0.0346712
4433	99.9162	0.0837721
4434	99.9057	0.0943039
4435	99.9486	0.0514332
4436	99.6473	0.352714
4437	99.939	0.0610455
4438	99.9701	0.029853
4439	99.9587	0.0413285
4440	99.9381	0.0619239
4441	99.9119	0.0881264
4442	99.9522	0.0477996
4443	99.9672	0.032849
4444	99.9283	0.0717374
4445	99.9681	0.0318564
4446	99.7471	0.25293
4447	99.8714	0.128646
4448	99.4641	0.535933
4449	99.9559	0.0441475
4450	99.9527	0.0473318
4451	99.9263	0.0736517
4452	99.956	0.0439848
4453	99.9456	0.0543771
4454	99.9294	0.0705525
4455	99.9625	0.0375395
4456	99.4709	0.529103
4457	99.8432	0.156823
4458	99.9113	0.0887177
4459	99.8117	0.188278
4460	99.858	0.142029
4461	99.8965	0.103503
4462	99.9718	0.0281771
4463	99.9418	0.0582093
4464	99.9086	0.0913627
4465	99.7813	0.218682
4466	99.8439	0.156134
4467	99.7497	0.250301
4468	99.9188	0.081192
4469	99.9781	0.0218699
4470	99.9618	0.0381904
4471	99.9701	0.0299114
4472	99.5855	0.414549
4473	99.8542	0.145801
4474	99.8775	0.122511
4475	99.747	0.252965
4476	99.7883	0.211684
4477	99.709	0.290957
4478	99.8871	0.112933
4479	99.7217	0.278315
4480	99.6464	0.353634
4481	99.8633	0.136675
4482	99.7271	0.272891
4483	99.5524	0.447634
4484	99.7755	0.224496
4485	99.829	0.171031
4486	99.6323	0.367667
4487	99.8186	0.181401
4488	99.8539	0.146125
4489	99.8677	0.132344
4490	99.8588	0.141219
4491	99.7764	0.22357
4492	99.847	0.152958
4493	99.6216	0.378423
4494	99.774	0.226048
4495	99.344	0.655954
4496	99.2341	0.765934
4497	99.2892	0.710838
4498	99.4886	0.511389
4499	99.7007	0.299321
4500	99.5913	0.408731
4501	99.1302	0.869843
4502	99.7937	0.206308
4503	99.824	0.175981
4504	99.876	0.12398
4505	99.7006	0.299413
4506	99.8403	0.159745
4507	99.8007	0.199341
4508	99.8363	0.163745
4509	99.9072	0.0928175
4510	99.7322	0.267836
4511	99.453	0.546966
4512	99.3953	0.604658
4513	99.0379	0.962109
4514	98.7855	1.21447
4515	99.3691	0.630907
4516	99.0519	0.948062
4517	98.7042	1.29581
4518	98.9522	1.04784
4519	98.6118	1.38821
4520	99.7583	0.241652
4521	99.9219	0.0780788
4522	99.3894	0.610575
4523	99.4731	0.526898
4524	99.146	0.854047
4525	99.5715	0.428549
4526	99.494	0.506042
4527	99.3855	0.614502
4528	99.0791	0.920904
4529	99.3171	0.682861
4530	99.6047	0.395254
4531	98.4223	1.57771
4532	99.4565	0.543457
4533	98.2769	1.72306
4534	98.5245	1.47548
4535	98.8615	1.13852
4536	99.6622	0.33777
4537	99.4436	0.556408
4538	98.8894	1.1106
4539	99.2654	0.734631
4540	99.0627	0.937276
4541	99.5884	0.411634
4542	99.7882	0.211783
4543	99.213	0.786966
4544	98.6721	1.3279
4545	98.9558	1.04424
4546	99.8174	0.182641
4547	99.8862	0.113789
4548	99.8282	0.171764
4549	99.6753	0.324729
4550	99.9357	0.0642689
4551	99.3194	0.680568
4552	99.4773	0.522683
4553	99.3738	0.626192
4554	99.8441	0.155947
4555	99.3539	0.646078
4556	99.217	0.782986
4557	99.8198	0.180238
4558	99.5808	0.419151
4559	99.7547	0.245309
4560	99.8228	0.177157
4561	99.666	0.333987
4562	99.6894	0.310622
4563	98.8268	1.17317
4564	99.517	0.482983
4565	99.5716	0.4284
4566	99.4205	0.579499
4567	99.7827	0.217281
4568	99.2166	0.783444
4569	99.6961	0.303865
4570	99.4841	0.515873
4571	99.3028	0.697202
4572	98.9294	1.07058
4573	98.9828	1.01723
4574	98.6225	1.37755
4575	98.6552	1.34485
4576	99.1418	0.858151
4577	99.5443	0.455705
4578	99.3559	0.644132
4579	99.6749	0.32508
4580	98.2971	1.70287
4581	98.8321	1.1679
4582	97.8783	2.1217
4583	98.9768	1.02324
4584	98.502	1.49795
4585	99.6382	0.361754
4586	98.9202	1.07982
4587	98.2927	1.70733
4588	97.4144	2.58556
4589	99.3674	0.632609
4590	99.5433	0.456727
4591	99.5468	0.453153
4592	99.5362	0.463757
4593	99.8242	0.175758
4594	99.68	0.319959
4595	99.7243	0.275661
4596	99.5384	0.461564
4597	99.3479	0.652084
4598	99.4369	0.56315
4599	99.7751	0.224895
4600	99.3403	0.659749
4601	99.7058	0.29416
4602	99.7891	0.210884
4603	99.678	0.321957
4604	99.9386	0.0614446
4605	99.3303	0.669695
4606	99.4412	0.558768
4607	99.7514	0.248551
4608	98.668	1.33199
4609	84.6829	15.3171
4610	99.4721	0.527925
4611	99.3634	0.636649
4612	98.988	1.01205
4613	97.6789	2.32112
4614	98.5071	1.4929
4615	99.2502	0.749825
4616	99.67	0.330044
4617	99.9344	0.0655519
4618	99.9413	0.0586933
4619	99.8256	0.174397
4620	99.8877	0.112305
4621	97.9527	2.04727
4622	98.1714	1.82863
4623	97.2027	2.7973
4624	97.537	2.46297
4625	97.6963	2.30369
4626	99.6168	0.383165
4627	99.4332	0.566799
4628	99.7559	0.244122
4629	99.8668	0.133235
4630	99.9384	0.0615512
4631	99.8894	0.110566
4632	99.9398	0.0602107
4633	99.9196	0.0804247
4634	99.9343	0.0656565
4635	98.2851	1.7149
4636	97.672	2.32803
4637	98.9068	1.0932
4638	98.7562	1.24377
4639	99.4802	0.519812
4640	99.2061	0.79392
4641	99.6068	0.393215
4642	99.858	0.14196
4643	99.7639	0.236135
4644	99.8512	0.148846
4645	98.4279	1.57206
4646	97.8986	2.10139
4647	98.293	1.70701
4648	99.2871	0.712922
4649	99.2215	0.778458
4650	99.8835	0.116528
4651	99.6838	0.316202
4652	99.7048	0.295155
4653	99.444	0.556023
4654	98.4668	1.5332
4655	98.4078	1.5922
4656	97.9838	2.01622
4657	97.5525	2.44749
4658	98.1886	1.81136
4659	97.5395	2.46046
4660	98.7497	1.25034
4661	98.4759	1.52411
4662	98.4034	1.59664
4663	98.1866	1.81336
4664	98.1375	1.86249
4665	98.2491	1.75087
4666	97.8211	2.17894
4667	98.2014	1.79862
4668	97.4307	2.5693
4669	97.3981	2.60192
4670	97.3999	2.60008
4671	98.4063	1.59366
4672	97.3513	2.64867
4673	97.3179	2.68206
4674	97.6693	2.33072
4675	97.4273	2.57274
4676	98.6346	1.36536
4677	96.953	3.04704
4678	97.7437	2.25627
4679	99.5601	0.439889
4680	97.952	2.04799
4681	99.8101	0.189898
4682	99.5245	0.475506
4683	98.6914	1.30856
4684	99.216	0.784035
4685	97.5424	2.4576
4686	99.7346	0.26537
4687	97.7552	2.24485
4688	97.6937	2.30625
4689	99.8838	0.116187
4690	99.0051	0.994902
4691	99.3241	0.67586
4692	98.6586	1.34142
4693	99.7129	0.287093
4694	99.5923	0.407677
4695	99.5098	0.490192
4696	99.5056	0.494417
4697	99.8736	0.126424
4698	99.9064	0.0935558
4699	99.8972	0.102823
4700	99.9153	0.0847274
4701	99.9009	0.0990998
4702	99.9073	0.0927472
4703	99.9232	0.0767529
4704	99.9106	0.0893847
4705	99.9196	0.0803509
4706	99.5943	0.405716
4707	99.8773	0.122669
4708	99.9386	0.0614297
4709	99.9376	0.0624085
4710	99.909	0.0910242
4711	99.8298	0.170241
4712	99.8683	0.1317
4713	99.9254	0.0746168
4714	99.9398	0.0601686
4715	99.9216	0.0783982
4716	99.8636	0.136412
4717	99.8795	0.120517
4718	99.8146	0.1854
4719	99.91	0.090044
4720	99.9359	0.0641056
4721	99.9298	0.0702244
4722	99.9219	0.0780611
4723	99.8932	0.10679
4724	99.8879	0.112055
4725	99.9593	0.0407153
4726	99.9143	0.0857405
4727	99.9259	0.074081
4728	99.8308	0.169184
4729	99.8635	0.136494
4730	99.8796	0.120433
4731	99.8485	0.151479
4732	99.8251	0.17492
4733	99.8123	0.187694
4734	99.8149	0.185071
4735	99.9401	0.0599211
4736	99.9432	0.0567879
4737	99.9475	0.0525453
4738	99.7527	0.247325
4739	99.9442	0.055779
4740	99.9266	0.0733679
4741	99.7833	0.216694
4742	99.9293	0.0706925
4743	99.8454	0.154571
4744	99.8967	0.103308
4745	99.9151	0.0849281
4746	99.8417	0.158314
4747	99.8518	0.148199
4748	99.7915	0.208537
4749	99.8432	0.156843
4750	99.9473	0.0527403
4751	99.9351	0.0648708
4752	99.923	0.07696
4753	99.9028	0.0971944
4754	99.9315	0.0685189
4755	99.947	0.0529928
4756	99.9361	0.0638822
4757	99.9376	0.0623575
4758	99.9103	0.0896646
4759	99.9254	0.0746053
4760	99.9554	0.0446409
4761	99.8566	0.143414
4762	99.914	0.0859652
4763	99.9472	0.0527872
4764	99.9095	0.0905433
4765	99.9169	0.083066
4766	99.9457	0.0543354
4767	99.8868	0.113204
4768	99.9115	0.0885416
4769	99.8518	0.148242
4770	99.8737	0.126273
4771	99.8559	0.144098
4772	99.9083	0.0916569
4773	99.9133	0.0867391
4774	99.9278	0.0721565
4775	99.9175	0.0825428
4776	99.9435	0.0565235
4777	99.9361	0.0638766
4778	99.6298	0.370226
4779	99.8374	0.162605
4780	99.8049	0.195102
4781	99.8904	0.109574
4782	99.8373	0.162703
4783	99.7989	0.201124
4784	99.9109	0.0891249
4785	99.873	0.12697
4786	99.867	0.132951
4787	99.8344	0.165553
4788	99.845	0.154969
4789	99.7166	0.283391
4790	99.8213	0.178656
4791	99.7841	0.215893
4792	99.7424	0.257643
4793	99.6322	0.36779
4794	99.8501	0.14995
4795	99.8228	0.177177
4796	99.6518	0.348154
4797	99.4813	0.518712
4798	99.7042	0.295816
4799	99.41	0.589959
4800	99.6347	0.365285
4801	99.7756	0.22441
4802	99.4387	0.561276
4803	99.7299	0.270146
4804	99.6853	0.314693
4805	99.5583	0.441691
4806	99.7945	0.205546
4807	99.7893	0.210705
4808	99.7284	0.271622
4809	99.783	0.216969
4810	99.8428	0.157189
4811	99.7843	0.215677
4812	99.8969	0.103118
4813	99.7563	0.243688
4814	99.8429	0.157052
4815	99.7842	0.215754
4816	99.7947	0.205298
4817	99.8018	0.198216
4818	99.9132	0.0868044
4819	99.907	0.0929887
4820	99.8777	0.122251
4821	99.8479	0.152107
4822	99.7214	0.278586
4823	99.7858	0.214156
4824	99.62	0.379973
4825	99.7622	0.237753
4826	99.5625	0.437465
4827	99.7951	0.204858
4828	99.8633	0.136717
4829	99.9258	0.0742349
4830	99.8553	0.144714
4831	99.8483	0.151664
4832	99.8062	0.193754
4833	99.8862	0.113825
4834	99.9362	0.0637831
4835	99.874	0.125977
4836	99.7513	0.248658
4837	99.6863	0.313655
4838	99.8416	0.158411
4839	99.2563	0.743682
4840	99.5728	0.427198
4841	99.7709	0.229058
4842	99.5563	0.443675
4843	99.5381	0.461884
4844	99.7009	0.299137
4845	99.3787	0.621333
4846	99.7141	0.285908
4847	99.6545	0.345508
4848	99.278	0.722048
4849	99.3202	0.679813
4850	99.5606	0.439384
4851	99.8589	0.141149
4852	99.8742	0.125831
4853	99.6214	0.378576
4854	99.5168	0.483176
4855	99.8884	0.111617
4856	99.7813	0.218716
4857	99.8581	0.141862
4858	99.9141	0.085865
4859	99.7583	0.24168
4860	99.895	0.104957
4861	99.8281	0.171937
4862	99.9115	0.0885118
4863	99.9143	0.0857378
4864	99.6816	0.318433
4865	98.8863	1.11371
4866	98.9224	1.07759
4867	99.1612	0.838806
4868	98.9329	1.06711
4869	99.6736	0.326399
4870	99.5331	0.466874
4871	99.8588	0.14124
4872	99.7299	0.270089
4873	99.8264	0.173591
4874	99.6786	0.321394
4875	99.7524	0.247619
4876	99.882	0.11798
4877	99.8625	0.137508
4878	99.0916	0.908399
4879	99.5398	0.460194
4880	99.8023	0.197691
4881	99.5372	0.462816
4882	98.6623	1.33768
4883	99.3679	0.632064
4884	99.3209	0.679054
4885	99.7649	0.235063
4886	99.7002	0.299765
4887	99.7922	0.207763
4888	99.1901	0.809899
4889	99.2528	0.747237
4890	98.6798	1.32023
4891	99.302	0.697951
4892	99.1722	0.827772
4893	99.6713	0.328659
4894	99.4517	0.548267
4895	99.8117	0.188288
4896	99.5185	0.481548
4897	98.8515	1.14851
4898	99.8141	0.185938
4899	99.792	0.208011
4900	99.6704	0.329567
4901	99.4414	0.558555
4902	99.1294	0.870577
4903	99.3918	0.60817
4904	99.4341	0.565863
4905	99.7706	0.229417
4906	98.8747	1.12526
4907	99.2599	0.740071
4908	99.7989	0.201139
4909	99.6469	0.353131
4910	99.8567	0.14334
4911	99.8375	0.16249
4912	99.3751	0.624892
4913	99.524	0.476041
4914	99.4979	0.502062
4915	99.7918	0.20824
4916	99.7344	0.26556
4917	99.5983	0.401695
4918	99.5139	0.486055
4919	99.7512	0.248818
4920	99.5516	0.448422
4921	99.575	0.425005
4922	99.6624	0.337597
4923	99.9621	0.0379461
4924	99.8303	0.169667
4925	99.8526	0.147393
4926	99.8052	0.194797
4927	99.5093	0.490671
4928	99.7918	0.208195
4929	99.8515	0.148487
4930	99.9502	0.0497561
4931	99.7994	0.20056
4932	99.9138	0.0861859
4933	99.9249	0.0751283
4934	99.9371	0.062905
4935	99.9175	0.0824883
4936	99.9743	0.0256904
4937	99.8763	0.123724
4938	99.5032	0.496806
4939	99.9744	0.0256309
4940	99.9434	0.0565657
4941	99.9311	0.068878
4942	99.8411	0.158855
4943	99.9492	0.0507512
4944	99.9176	0.0823617
4945	99.9411	0.0588599
4946	99.9531	0.0468629
4947	99.9615	0.0384633
4948	99.89	0.110036
4949	99.9471	0.0529332
4950	99.9558	0.0441715
4951	99.9321	0.0679455
4952	99.8384	0.161582
4953	99.8345	0.165541
4954	99.9132	0.0868418
4955	99.9624	0.0375995
4956	99.9274	0.072627
4957	99.9481	0.0518724
4958	99.9429	0.0571055
4959	99.9556	0.0443984
4960	99.6838	0.316224
4961	99.4414	0.558594
4962	99.2195	0.780549
4963	99.6147	0.385258
4964	99.6785	0.321523
4965	99.7265	0.273549
4966	99.7442	0.255769
4967	99.8822	0.117841
4968	99.8421	0.157883
4969	99.7158	0.284207
4970	99.7952	0.204838
4971	99.7542	0.245774
4972	99.8801	0.119947
4973	99.9235	0.0765288
4974	99.8147	0.185253
4975	99.8783	0.121722
4976	99.808	0.19196
4977	99.7073	0.29271
4978	99.7408	0.259185
4979	99.9306	0.0693973
4980	99.8558	0.144224
4981	99.4515	0.548479
4982	99.9622	0.0378409
4983	99.9274	0.0725502
4984	99.9464	0.0536115
4985	99.9511	0.0488795
4986	99.969	0.0309832
4987	99.9439	0.0561205
4988	99.9642	0.035847
4989	99.965	0.0349821
4990	99.9213	0.0786855
4991	99.9725	0.0275474
4992	99.9479	0.0520702
4993	99.5197	0.480323
4994	99.5497	0.450338
4995	99.7676	0.23236
4996	99.3501	0.649936
4997	99.605	0.395012
4998	99.4799	0.520131
4999	99.9262	0.0737602
5000	99.5275	0.472545
5001	99.9689	0.0310828
5002	99.865	0.134966
5003	99.9599	0.0401375
5004	99.8255	0.174467
5005	99.9411	0.0588673
5006	99.8583	0.141702
5007	99.9706	0.0294208
5008	99.8924	0.107606
5009	99.8585	0.141507
5010	99.9213	0.078667
5011	99.9206	0.0793718
5012	99.9475	0.0524946
5013	99.888	0.112022
5014	99.9324	0.0676249
5015	99.9198	0.0801793
5016	99.7473	0.252685
5017	99.934	0.0660094
5018	99.9265	0.0734606
5019	99.7914	0.208587
5020	99.9331	0.0668646
5021	99.8506	0.14937
5022	99.9591	0.0409441
5023	99.7996	0.20039
5024	99.8679	0.132072
5025	99.7023	0.29766
5026	99.8985	0.101469
5027	99.8965	0.103515
5028	99.7716	0.2284
5029	99.9475	0.0525404
5030	99.7777	0.22232
5031	99.803	0.196965
5032	99.7974	0.202583
5033	99.9373	0.0627215
5034	99.9626	0.0374489
5035	99.5145	0.485471
5036	99.9231	0.0768965
5037	99.9479	0.0521078
5038	99.9266	0.0733741
5039	99.9279	0.0721466
5040	99.7451	0.254944
5041	99.9399	0.0601142
5042	99.8827	0.1173
5043	99.889	0.110979
5044	99.9573	0.0427205
5045	99.914	0.0859576
5046	99.8977	0.102325
5047	99.9638	0.0362176
5048	99.9515	0.0484882
5049	99.942	0.0579661
5050	99.9163	0.0837054
5051	99.9666	0.0334311
5052	99.9323	0.0677189
5053	99.6149	0.385109
5054	99.8826	0.117445
5055	99.9615	0.0385145
5056	99.9583	0.0416837
5057	99.9479	0.0520535
5058	99.9624	0.03755
5059	99.9426	0.0573642
5060	99.9647	0.0352587
5061	99.9377	0.0622865
5062	99.3819	0.618069
5063	99.882	0.118024
5064	99.5556	0.444413
5065	99.9702	0.0298409
5066	99.9374	0.0626244
5067	99.9224	0.0776006
5068	99.9391	0.0608658
5069	99.876	0.123975
5070	99.93	0.0699553
5071	99.9546	0.0454406
5072	99.7653	0.234711
5073	99.9034	0.0966439
5074	99.8352	0.164783
5075	99.6672	0.33279
5076	99.6922	0.307751
5077	98.3058	1.6942
5078	99.4922	0.507765
5079	99.4172	0.582772
5080	98.9199	1.08011
5081	99.6435	0.356467
5082	98.6338	1.36622
5083	99.3559	0.644138
5084	99.7964	0.203608
5085	99.1628	0.837154
5086	98.6363	1.36367
5087	99.3368	0.663164
5088	99.815	0.184957
5089	99.0377	0.962269
5090	99.7876	0.21241
5091	99.4813	0.518692
5092	98.8488	1.15117
5093	99.6883	0.311671
5094	99.8044	0.195551
5095	99.5807	0.419326
5096	99.0143	0.98566
5097	99.5641	0.435904
5098	99.3812	0.618822
5099	99.3731	0.626947
5100	99.4086	0.591356
5101	99.6478	0.352155
5102	99.7804	0.219601
5103	99.316	0.683995
5104	99.7681	0.231869
5105	99.5116	0.488433
5106	99.6004	0.399604
5107	99.4529	0.547096
5108	99.7346	0.265358
5109	99.4785	0.521525
5110	99.4216	0.578363
5111	99.8148	0.185236
5112	98.3311	1.66892
5113	98.3947	1.60527
5114	99.3049	0.695127
5115	98.9296	1.07039
5116	99.777	0.223023
5117	98.8918	1.10821
5118	99.5678	0.432156
5119	99.7848	0.215188
5120	99.7318	0.268177
5121	99.3508	0.649215
5122	99.675	0.324976
5123	97.8293	2.17074
5124	97.4802	2.51984
5125	99.0216	0.978373
5126	98.0227	1.97728
5127	99.3781	0.621881
5128	99.7992	0.20077
5129	99.91	0.0900369
5130	99.468	0.531987
5131	99.9089	0.0911373
5132	99.846	0.154048
5133	99.4864	0.513615
5134	99.8703	0.129717
5135	99.448	0.551951
5136	99.6541	0.345893
5137	98.2035	1.7965
5138	99.5697	0.430311
5139	99.8488	0.151174
5140	99.7292	0.270777
5141	99.4621	0.537925
5142	99.029	0.971012
5143	99.7467	0.253332
5144	99.8334	0.166642
5145	99.8392	0.160772
5146	98.4008	1.59921
5147	99.1212	0.87877
5148	98.4768	1.52322
5149	99.0272	0.972805
5150	99.8987	0.101294
5151	99.6371	0.362903
5152	99.9074	0.0925547
5153	99.8302	0.169798
5154	99.8493	0.150688
5155	99.8837	0.116316
5156	99.8369	0.163072
5157	99.7848	0.215158
5158	99.7502	0.249767
5159	99.8117	0.188284
5160	99.7931	0.206948
5161	99.8526	0.147372
5162	99.8398	0.160234
5163	99.854	0.146016
5164	99.5464	0.45361
5165	99.7423	0.257656
5166	99.5874	0.412642
5167	99.5042	0.495813
5168	99.3462	0.65384
5169	99.7329	0.267089
5170	99.5995	0.4005
5171	99.7516	0.248355
5172	99.8508	0.149174
5173	99.7583	0.241685
5174	99.7843	0.215662
5175	99.1994	0.8006
5176	99.6572	0.342794
5177	99.6209	0.379094
5178	99.6177	0.382341
5179	99.6159	0.384097
5180	99.8411	0.158877
5181	98.8467	1.15327
5182	99.216	0.784046
5183	99.8057	0.194263
5184	99.15	0.850031
5185	99.9398	0.0601572
5186	99.8803	0.119659
5187	99.6178	0.382196
5188	99.7685	0.23148
5189	99.1717	0.828333
5190	99.7285	0.271516
5191	99.6473	0.35265
5192	99.8797	0.120276
5193	99.8808	0.119161
5194	99.7288	0.271245
5195	99.5519	0.448059
5196	99.3224	0.677575
5197	99.2359	0.764108
5198	99.8047	0.195282
5199	99.8135	0.186491
5200	98.793	1.20705
5201	99.8305	0.169483
5202	99.8757	0.124282
5203	99.4553	0.544736
5204	99.2128	0.787161
5205	99.44	0.56005
5206	99.2253	0.77472
5207	99.689	0.310984
5208	99.041	0.958969
5209	99.6288	0.371246
5210	99.784	0.215973
5211	99.8519	0.148091
5212	99.8022	0.197802
5213	99.8302	0.169837
5214	97.6299	2.37011
5215	99.0095	0.99049
5216	99.8865	0.113466
5217	99.7636	0.236426
5218	99.4257	0.574315
5219	99.6155	0.384464
5220	99.7124	0.287614
5221	98.6936	1.30637
5222	98.3567	1.64332
5223	98.3291	1.67086
5224	99.2467	0.753264
5225	99.5046	0.495366
5226	99.5134	0.486553
5227	99.6715	0.328458
5228	99.8157	0.184301
5229	99.8459	0.154097
5230	99.7829	0.217127
5231	99.7846	0.215417
5232	99.8943	0.105745
5233	99.8278	0.172193
5234	99.8296	0.170407
5235	99.7178	0.282177
5236	99.7446	0.255367
5237	99.8036	0.196374
5238	99.5079	0.492061
5239	99.5086	0.491444
5240	99.6611	0.338919
5241	99.7187	0.281338
5242	99.7783	0.221717
5243	99.6846	0.315389
5244	99.526	0.473986
5245	99.7568	0.243247
5246	99.815	0.184959
5247	99.859	0.14103
5248	99.8081	0.19191
5249	99.6739	0.32609
5250	99.7705	0.22945
5251	99.7574	0.242564
5252	99.6906	0.309381
5253	99.7564	0.243592
5254	99.7234	0.276642
5255	99.694	0.306009
5256	99.8572	0.142838
5257	99.8019	0.198083
5258	99.793	0.206963
5259	99.7898	0.210155
5260	99.8751	0.124881
5261	99.6956	0.304415
5262	99.6419	0.358102
5263	99.6707	0.329343
5264	99.5894	0.410609
5265	99.4149	0.585053
5266	99.5854	0.414597
5267	99.8485	0.151532
5268	99.7107	0.28932
5269	99.7351	0.26486
5270	99.8661	0.133928
5271	99.7559	0.244089
5272	99.7951	0.20495
5273	99.7374	0.26262
5274	99.6849	0.31514
